,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
28411,28590,370000.0,2,3,1,35,-1,-1,0,-1,0,0,5886.0,4821.0,6823.0,26501.0,32774.0,32645.0,8190,6000,27011,15004,10000,10000,0
28412,28591,80000.0,2,3,1,34,0,0,2,2,2,0,43321.0,47586.0,48525.0,49423.0,46132.0,47233.0,5000,2000,2000,0,2000,2000,1
28413,28592,360000.0,2,1,1,47,2,2,-2,-2,-2,-2,2500.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
28414,28593,60000.0,2,2,1,42,0,0,0,0,0,0,58899.0,55834.0,55993.0,56675.0,57550.0,57545.0,2579,2047,2024,2180,2321,2500,0
28415,28594,50000.0,2,1,1,45,-1,-1,-1,-1,-1,-1,7963.0,1664.0,5408.0,2734.0,7976.0,0.0,1669,5413,2734,7976,0,7000,0
28416,28595,160000.0,2,2,1,49,-1,-1,-1,-2,-2,-2,347.0,2389.0,0.0,0.0,0.0,0.0,2389,0,0,0,0,0,0
28417,28596,260000.0,2,3,1,41,0,0,0,0,0,0,264549.0,227021.0,233426.0,230319.0,127897.0,118868.0,10000,12007,9170,4853,4531,3909,0
28418,28597,220000.0,2,2,2,45,-1,-1,-1,-1,-1,0,990.0,990.0,990.0,990.0,5538.0,5687.0,990,990,990,5538,1206,1204,0
28419,28598,60000.0,2,3,1,46,2,3,3,3,2,2,44030.0,44509.0,44999.0,45463.0,45918.0,47863.0,1500,1500,1500,1500,3000,5300,1
28420,28599,220000.0,2,1,1,38,1,2,2,0,0,0,171784.0,177468.0,173233.0,176859.0,182393.0,187446.0,10000,0,8000,10000,8000,12000,0
28421,28600,290000.0,2,1,1,39,-1,-1,-1,-1,-1,-1,264.0,264.0,264.0,264.0,264.0,264.0,264,264,264,264,264,264,0
28422,28601,130000.0,2,3,2,40,0,0,0,0,-2,-2,98874.0,99363.0,101618.0,-32.0,-32.0,-32.0,5000,5000,3000,0,0,1000,0
28423,28602,200000.0,2,2,1,41,0,-1,-1,-1,0,0,6981.0,678.0,1287.0,54531.0,55229.0,56836.0,1000,1350,54531,2200,2500,2300,0
28424,28603,200000.0,2,3,0,37,1,-1,-1,-1,-1,-1,0.0,35000.0,5000.0,4000.0,22800.0,5716.0,35000,5000,4000,22800,5716,0,0
28425,28604,110000.0,2,3,0,44,2,2,2,2,2,2,38639.0,39694.0,40752.0,41476.0,42090.0,43059.0,2000,2000,1700,1600,1800,1800,1
28426,28605,30000.0,2,3,1,45,2,-1,-1,2,0,0,15667.0,12110.0,14904.0,14340.0,15131.0,16909.0,12110,3000,0,1000,2000,0,1
28427,28606,30000.0,2,2,1,42,0,0,0,0,0,0,22943.0,47912.0,25023.0,25768.0,26410.0,27960.0,1700,1755,1500,1000,1909,1000,0
28428,28607,100000.0,2,2,1,41,-1,-1,-1,-1,-1,0,621.0,0.0,368.0,0.0,1900.0,1900.0,0,368,0,1900,0,1145,0
28429,28608,360000.0,2,2,1,44,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
28430,28609,140000.0,2,2,1,38,0,0,2,0,0,0,84539.0,96604.0,90785.0,95736.0,95912.0,97070.0,18000,0,10000,5000,6000,6000,0
28431,28610,50000.0,2,3,1,47,0,0,0,0,0,0,34740.0,9769.0,9899.0,11017.0,13460.0,15529.0,4000,2000,2000,3000,4000,846,0
28432,28611,70000.0,2,3,1,35,-1,-1,-1,-1,-1,-1,1473.0,1473.0,390.0,390.0,1311.0,1933.0,1473,390,390,1311,1933,0,0
28433,28612,60000.0,2,3,2,48,2,2,0,0,0,0,48094.0,43533.0,39252.0,38051.0,37988.0,38725.0,0,1700,1700,2000,1500,1600,0
28434,28613,360000.0,2,3,2,39,1,-2,-2,-2,-2,-2,0.0,0.0,271.0,-1.0,560.0,0.0,0,271,0,561,0,0,0
28435,28614,240000.0,2,1,1,40,1,-1,-1,-1,-1,-1,0.0,9965.0,4100.0,4100.0,4100.0,4100.0,9965,4100,4100,4100,4100,4732,0
28436,28615,200000.0,2,1,2,30,-2,-2,-2,-2,-2,-2,896.0,896.0,670.0,6220.0,8536.0,23040.0,900,674,6450,8579,23155,16072,0
28437,28616,100000.0,2,3,1,35,0,0,0,0,0,0,91518.0,76621.0,78265.0,82808.0,83869.0,85191.0,3000,4000,8000,4000,3500,3600,0
28438,28617,50000.0,2,2,1,41,0,0,0,0,0,0,9172.0,10184.0,11204.0,12214.0,12458.0,12719.0,1172,1192,1202,446,462,464,0
28439,28618,100000.0,2,2,2,41,0,0,0,0,0,0,98075.0,96813.0,85590.0,79747.0,70468.0,63235.0,3600,3289,2632,2449,2300,2539,0
28440,28619,270000.0,2,4,2,42,-2,-2,-2,-2,-2,-2,14352.0,1843.0,9190.0,2072.0,637.0,238.0,1859,9190,2072,637,238,0,0
28441,28620,50000.0,2,3,1,48,0,0,0,0,0,0,47945.0,35712.0,23177.0,8550.0,6373.0,5848.0,4100,1150,1200,1000,1000,1500,0
28442,28621,300000.0,2,2,1,41,-1,-1,-1,-1,-1,-1,5511.0,1982.0,2263.0,7412.0,5113.0,4121.0,1982,2267,7523,5113,4121,6532,0
28443,28622,50000.0,2,2,1,40,0,0,0,0,0,0,31934.0,32711.0,34061.0,32672.0,32479.0,33431.0,2000,3000,3000,3000,2000,1000,1
28444,28623,80000.0,2,3,1,41,0,-1,-1,-1,-1,-1,42124.0,1833.0,2446.0,834.0,1596.0,855.0,1835,2458,834,1600,855,0,0
28445,28624,200000.0,2,1,1,31,0,0,2,2,0,0,76621.0,82105.0,80662.0,75942.0,74090.0,72679.0,6808,3300,0,2720,2700,2700,0
28446,28625,340000.0,2,2,2,31,5,4,4,3,2,0,589654.0,581775.0,572677.0,384060.0,304508.0,247178.0,3000,0,0,1000,4320,287982,1
28447,28626,310000.0,2,1,1,31,-2,-2,-2,-2,-2,-2,0.0,0.0,24480.0,0.0,0.0,1635.0,0,24480,0,0,1635,3008,0
28448,28627,80000.0,2,2,2,31,0,0,0,0,-1,-1,15633.0,17536.0,17495.0,13198.0,10287.0,3275.0,2302,1774,1000,10287,3295,4122,0
28449,28628,210000.0,2,1,2,31,-1,-1,-1,-1,-1,-1,1983.0,422.0,815.0,191.0,-174.0,472.0,422,815,191,0,646,1125,0
28450,28629,80000.0,2,1,2,32,0,0,0,0,0,0,70163.0,72984.0,74807.0,76363.0,78091.0,79829.0,4000,3000,2800,3000,3000,3000,0
28452,28631,260000.0,2,2,1,35,0,0,-1,0,0,0,9286.0,7926.0,33379.0,35877.0,21946.0,32150.0,2036,33393,6094,3530,12357,20060,0
28453,28632,120000.0,2,2,1,41,-1,-1,-1,-1,-1,0,919.0,8209.0,421.0,4502.0,6013.0,5094.0,8209,421,5000,6013,0,7600,0
28454,28633,100000.0,2,3,1,41,0,0,0,0,0,0,70202.0,70978.0,70814.0,69786.0,68116.0,62652.0,2548,2687,2997,2147,2369,2434,0
28455,28634,60000.0,2,2,1,35,2,0,0,2,2,2,49825.0,45436.0,42240.0,38884.0,34488.0,28838.0,1700,2500,2600,1500,0,1500,1
28456,28635,190000.0,2,1,1,36,-1,-1,-1,-1,0,0,6915.0,4923.0,-2.0,6381.0,6383.0,817.0,4923,0,6383,2,0,1809,0
28457,28636,100000.0,2,3,1,35,2,2,2,2,2,2,93983.0,97002.0,102698.0,97997.0,103384.0,97266.0,5500,8200,0,8000,0,8600,1
28458,28637,380000.0,2,2,1,37,0,0,0,0,0,2,13415.0,14381.0,13277.0,14291.0,15949.0,15556.0,1204,1300,1242,1900,0,3000,0
28459,28638,350000.0,2,1,2,44,1,2,2,2,2,-1,8651.0,8890.0,1772.0,1957.0,1807.0,11811.0,1871,7,1807,0,11811,5628,1
28460,28639,100000.0,2,3,1,39,0,0,0,0,0,0,97944.0,99580.0,92297.0,184134.0,70400.0,0.0,4296,4068,2037,1408,0,0,0
28461,28640,100000.0,2,1,2,31,0,0,0,0,0,0,100296.0,97239.0,98386.0,69324.0,53183.0,53559.0,3703,4091,3403,2001,2004,2000,0
28462,28641,150000.0,2,2,1,32,-1,-1,-1,-1,-1,-1,3267.0,3782.0,316.0,5469.0,3360.0,2399.0,3782,316,5469,3360,2399,4358,0
28463,28642,150000.0,2,2,1,33,1,2,2,2,2,2,5607.0,6565.0,6334.0,9058.0,8823.0,7458.0,1200,0,2823,0,3530,0,1
28464,28643,150000.0,2,1,1,38,0,0,0,0,-1,-1,109244.0,96560.0,86565.0,85069.0,508.0,0.0,3506,5000,5003,508,0,0,0
28466,28645,100000.0,2,2,2,44,2,2,2,2,2,2,105373.0,107001.0,108350.0,107457.0,105598.0,105751.0,5700,5400,3700,4000,3600,4500,1
28467,28646,230000.0,2,2,2,38,0,0,0,0,0,0,75459.0,76607.0,78868.0,80343.0,82564.0,74531.0,3000,3500,3000,3500,3000,3000,0
28469,28648,200000.0,2,3,1,44,-2,-2,-2,-2,-2,-2,390.0,390.0,390.0,390.0,390.0,390.0,390,390,390,390,390,540,0
28470,28649,140000.0,2,2,1,34,0,0,0,0,0,0,141066.0,129173.0,116858.0,105786.0,93273.0,91207.0,4873,4691,4000,4000,4000,4000,0
28471,28650,370000.0,2,3,1,46,-2,-2,-2,-2,-2,-2,6370.0,2110.0,10086.0,804.0,4577.0,-10.0,2120,10136,808,4599,0,2150,0
28472,28651,50000.0,2,3,1,49,0,0,-2,-2,-2,-2,36325.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
28473,28652,160000.0,2,2,1,36,-1,-1,-1,-1,-1,-1,2447.0,206.0,805.0,666.0,740.0,539.0,206,886,679,740,539,0,0
28474,28653,80000.0,2,3,2,43,0,0,0,0,0,0,80707.0,77532.0,77492.0,78362.0,50001.0,50035.0,3332,3051,2600,1877,1767,1797,0
28475,28654,240000.0,2,1,2,33,0,0,0,0,0,0,61180.0,57174.0,73008.0,61310.0,39694.0,45301.0,23222,50192,10078,24694,28407,7458,0
28476,28655,160000.0,2,3,2,33,-1,2,2,2,2,-2,18195.0,755.0,44255.0,43228.0,-772.0,-772.0,0,43500,0,0,0,3000,0
28477,28656,50000.0,2,3,1,44,0,0,-1,0,0,0,48592.0,38491.0,900.0,1900.0,2900.0,3000.0,1063,900,1000,1000,100,0,1
28478,28657,180000.0,2,2,2,38,0,0,0,0,0,0,179307.0,183613.0,182709.0,149997.0,142612.0,140493.0,7294,6792,5490,5156,5232,6288,0
28479,28658,50000.0,2,3,1,46,0,0,0,0,2,-1,58141.0,58544.0,56850.0,4359.0,816.0,766.0,2200,3000,1218,0,1000,2934,0
28481,28660,200000.0,2,1,1,34,-2,-2,-2,-2,-2,-2,2955.0,5895.0,15146.0,11575.0,11564.0,13744.0,5938,15682,11633,11622,13813,22699,0
28482,28661,60000.0,2,3,2,44,0,0,0,0,0,0,56403.0,57765.0,59198.0,31437.0,32113.0,33591.0,2300,2600,1600,1200,2000,1300,0
28483,28662,50000.0,2,2,2,46,1,3,2,0,0,0,52308.0,51194.0,50101.0,49527.0,10147.0,9965.0,0,0,1200,400,400,400,0
28484,28663,50000.0,2,3,2,44,2,2,2,2,2,2,40985.0,42115.0,41164.0,43658.0,44644.0,43798.0,2100,0,3500,2000,0,2000,1
28485,28664,210000.0,2,2,2,27,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
28486,28665,60000.0,2,2,1,27,1,2,0,0,2,0,10415.0,10099.0,11545.0,12928.0,12581.0,10787.0,0,1617,2000,0,270,1000,0
28487,28666,140000.0,2,1,2,28,-1,-1,-1,-1,-1,0,31.0,1272.0,1446.0,2880.0,1914.0,968.0,2000,1500,3000,1914,0,3287,1
28488,28667,260000.0,2,1,1,35,-2,-2,-2,-2,-1,-1,-124.0,-124.0,-124.0,1599.0,360.0,882.0,0,0,1723,366,882,0,1
28489,28668,300000.0,2,1,1,40,-2,-2,-2,-2,-2,-2,1529.0,3717.0,4541.0,5620.0,25.0,25.0,3717,4541,5620,25,0,7140,0
28491,28670,140000.0,2,1,1,34,-1,-1,-2,-2,-2,-1,2574.0,0.0,0.0,0.0,0.0,840.0,0,0,0,0,840,1380,0
28492,28671,290000.0,2,3,1,49,2,2,2,0,0,0,301651.0,329277.0,275075.0,280512.0,202300.0,207510.0,34905,0,10951,7238,8467,10188,1
28493,28672,360000.0,2,1,2,27,0,0,0,0,0,0,91282.0,85875.0,87400.0,87343.0,71180.0,64500.0,3967,4213,3741,2353,2471,2327,0
28495,28674,190000.0,2,2,2,27,0,0,0,0,0,0,125739.0,126184.0,127189.0,122034.0,124837.0,128442.0,6000,6000,4000,5000,5000,7000,0
28496,28675,150000.0,2,1,2,28,0,0,0,0,0,0,41387.0,40310.0,42652.0,42711.0,43311.0,48311.0,2000,3000,1500,1000,5000,176,0
28497,28676,100000.0,2,1,2,28,2,0,0,0,0,0,4523.0,7267.0,9967.0,19706.0,20378.0,22038.0,3000,3000,10000,1000,2000,4000,1
28498,28677,310000.0,2,1,2,29,0,0,0,0,0,0,29906.0,14780.0,18261.0,41540.0,50803.0,59927.0,14750,5000,24000,10000,10000,30000,0
28500,28679,120000.0,2,2,2,28,-1,-1,-1,-1,-1,-1,792.0,0.0,792.0,0.0,396.0,396.0,0,792,0,396,396,396,0
28501,28680,200000.0,2,2,1,28,0,0,0,0,0,0,135841.0,127109.0,102712.0,79902.0,59253.0,59826.0,4449,3555,3524,2300,2000,1800,0
28502,28681,180000.0,2,1,2,30,0,0,0,0,0,-2,7808.0,4511.0,3435.0,5345.0,2018.0,164.0,1198,1099,2009,2024,164,2159,0
28503,28682,50000.0,2,2,2,30,0,0,0,0,0,0,46795.0,46285.0,43282.0,14713.0,19583.0,14959.0,2169,1966,1130,5000,1000,441,1
28504,28683,210000.0,2,1,2,30,0,0,0,0,0,0,52514.0,52053.0,52558.0,52515.0,52108.0,51758.0,2449,3000,2500,2000,2000,2000,0
28505,28684,230000.0,2,1,2,30,2,2,2,2,2,2,212400.0,216409.0,221419.0,224753.0,228022.0,232724.0,9000,10000,8500,8500,8500,32000,1
28506,28685,200000.0,2,1,2,30,-2,-2,-2,-2,-2,-2,1028.0,1025.0,1613.0,2193.0,2698.0,3812.0,1030,1621,2213,2711,3831,2213,0
28507,28686,100000.0,2,2,2,31,0,0,0,0,0,0,101458.0,101207.0,101421.0,101111.0,101384.0,101358.0,3800,4000,3602,3719,3700,7800,1
28508,28687,250000.0,2,2,2,31,0,0,0,0,0,0,171006.0,167192.0,46332.0,40974.0,26683.0,26887.0,5004,3330,2000,2000,2000,3000,0
28509,28688,200000.0,2,2,1,31,-1,2,-1,-1,-1,-1,3850.0,2025.0,1926.0,3263.0,1580.0,16874.0,6,1931,3267,7,17894,2508,0
28510,28689,50000.0,2,2,1,31,0,0,-2,-2,-1,0,4468.0,0.0,0.0,0.0,3251.0,3484.0,0,0,0,3251,274,500,0
28511,28690,170000.0,2,2,1,31,1,-1,2,-1,0,0,0.0,427.0,427.0,23321.0,23475.0,25218.0,427,0,23500,840,2121,0,0
28512,28691,70000.0,2,2,1,32,0,0,0,0,0,0,57550.0,22049.0,17349.0,14654.0,23808.0,24852.0,3000,2000,4000,10000,2000,1400,0
28513,28692,260000.0,2,1,1,31,0,0,0,0,0,0,50312.0,128072.0,55359.0,39189.0,49909.0,20782.0,85387,33061,5039,20154,2854,29,0
28514,28693,60000.0,2,3,2,32,0,0,0,0,0,0,59143.0,58612.0,59017.0,59220.0,26607.0,29719.0,2100,3000,3008,6000,4000,1000,0
28515,28694,120000.0,2,2,2,31,-2,-2,-2,-2,-2,-2,140.0,140.0,4836.0,3780.0,7501.0,3300.0,140,4836,4034,7501,3300,0,1
28516,28695,100000.0,2,3,2,33,0,0,0,0,0,0,74847.0,70663.0,63794.0,60651.0,54664.0,51776.0,3000,3000,2700,2000,2000,2000,0
28518,28697,230000.0,2,2,1,34,2,-1,-1,-1,-1,-1,566.0,2329.0,1894.0,2528.0,1865.0,1496.0,2329,1894,2532,1865,1496,1873,0
28519,28698,330000.0,2,4,1,34,0,0,0,0,0,0,252755.0,272262.0,281220.0,121814.0,11383.0,13090.0,25000,15000,7000,3000,2000,90000,0
28520,28699,360000.0,2,1,1,35,-2,-2,-2,-2,-2,-2,3925.0,5320.0,1016.0,7173.0,10763.0,4857.0,5352,1022,7408,10817,5044,27696,0
28521,28700,180000.0,2,2,1,44,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
28522,28701,180000.0,2,3,1,35,0,0,0,0,0,2,175200.0,175285.0,60790.0,50479.0,28739.0,18037.0,7002,1807,2000,4000,0,33000,1
28523,28702,140000.0,2,2,2,35,0,0,0,0,0,0,84873.0,82471.0,84235.0,82432.0,81465.0,83160.0,4000,4010,3800,3200,3100,3000,0
28524,28703,260000.0,2,1,1,37,1,2,2,2,0,0,58261.0,59706.0,60969.0,59400.0,60315.0,63230.0,3000,2800,0,2500,4000,4000,0
28525,28704,220000.0,2,1,1,36,-2,-2,-2,-2,-2,-2,0.0,0.0,2337.0,-602.0,-1184.0,-2047.0,0,2337,58,0,0,3500,0
28526,28705,100000.0,2,3,1,42,-1,-1,-1,-1,-1,-1,1651.0,631.0,3611.0,631.0,631.0,0.0,631,3611,631,631,0,2113,0
28527,28706,280000.0,2,1,1,39,-1,-1,-1,-1,-1,-2,1451.0,9152.0,335.0,2300.0,0.0,0.0,9152,335,2322,0,0,9436,0
28528,28707,100000.0,2,2,2,40,-1,-1,-2,-2,-1,-1,1573.0,-28.0,-28.0,-28.0,2816.0,2118.0,0,0,0,2844,2118,0,0
28529,28708,290000.0,2,3,1,46,-1,0,0,-1,-1,0,73612.0,44236.0,3253.0,766.0,168322.0,169676.0,2207,1000,766,168342,7000,5100,0
28530,28709,360000.0,2,1,1,48,0,0,0,0,0,0,202783.0,202036.0,202918.0,202197.0,199002.0,197781.0,10000,10000,10000,7500,8000,8000,0
28531,28710,290000.0,2,3,1,46,0,0,0,0,0,-1,7874.0,9236.0,10326.0,11000.0,11000.0,11417.0,1500,1400,1000,0,11417,500,0
28532,28711,60000.0,2,2,1,39,0,0,0,0,0,0,32734.0,32234.0,32136.0,31204.0,30330.0,29934.0,1506,1881,1422,1021,1500,1056,0
28533,28712,80000.0,2,1,2,44,0,0,2,2,3,2,41630.0,48893.0,47831.0,57000.0,55489.0,57450.0,8000,0,10000,0,3000,2500,1
28534,28713,180000.0,2,2,1,42,0,0,0,0,0,0,132986.0,126825.0,109319.0,111343.0,91966.0,82280.0,6167,5800,5700,3600,3000,3234,0
28535,28714,200000.0,2,1,2,37,-1,-1,-1,-1,-1,-1,454.0,2015.0,3603.0,16158.0,0.0,836.0,2500,3700,16200,0,836,1589,0
28536,28715,170000.0,2,1,2,44,-1,-1,-1,-1,-1,-1,2500.0,804.0,2016.0,3957.0,4956.0,482.0,804,5991,3957,5444,482,626,0
28538,28720,360000.0,2,2,1,39,0,0,-2,-1,0,0,366965.0,-17710.0,-17706.0,301085.0,307035.0,63451.0,12709,1393,319494,13079,2438,2599,1
28539,28721,130000.0,2,2,1,41,-1,0,-1,-1,-1,-1,2538.0,1866.0,1349.0,1609.0,635.0,849.0,1177,1349,1609,635,849,2893,0
28540,28722,310000.0,2,2,1,44,-1,0,0,0,0,0,67423.0,67729.0,113788.0,106919.0,100656.0,93846.0,10000,56000,5000,4000,3300,5000,0
28541,28723,110000.0,2,2,1,46,0,0,0,0,0,0,107281.0,109551.0,48942.0,49959.0,50951.0,52019.0,4560,1808,1825,1817,1882,1893,0
28542,28724,260000.0,2,2,1,44,1,-1,-1,-1,-1,-1,-6.0,1100.0,2527.0,1698.0,0.0,5062.0,1106,2527,1698,0,5062,0,0
28543,28725,290000.0,2,1,1,44,-2,-2,-2,-2,-2,-2,7886.0,9636.0,10060.0,3946.0,7388.0,4482.0,9636,10060,3948,7388,4482,8106,0
28544,28726,200000.0,2,1,1,37,-1,-1,0,-1,0,0,1382.0,23942.0,18143.0,11770.0,22155.0,13235.0,23994,10112,11770,12155,3000,30075,0
28545,28727,130000.0,2,2,1,40,0,0,0,2,0,0,54137.0,28019.0,29927.0,24555.0,24873.0,26583.0,2600,3500,498,3000,3300,3000,1
28546,28728,60000.0,2,1,2,28,0,0,0,-1,-1,0,38991.0,13115.0,2958.0,4556.0,19213.0,18825.0,10008,2950,4556,19938,800,900,0
28548,28730,300000.0,2,2,1,31,0,-1,-1,-1,0,0,3565.0,316.0,316.0,17597.0,15257.0,9482.0,316,316,17597,2000,2690,2000,0
28549,28731,70000.0,2,3,1,39,0,0,0,0,0,2,124493.0,125680.0,129498.0,131216.0,136744.0,133413.0,4800,5900,6000,9200,0,4859,0
28550,28732,240000.0,2,2,1,35,-1,2,-1,-1,-1,-1,528.0,264.0,264.0,264.0,264.0,414.0,0,264,264,264,414,264,1
28551,28733,60000.0,2,1,2,29,-1,-1,-1,-1,0,-1,5557.0,7587.0,7058.0,8127.0,4557.0,2992.0,7587,8028,8127,15,2992,7695,0
28552,28734,240000.0,2,1,2,28,1,-2,-1,-1,-1,-1,0.0,0.0,1522.0,2141.0,590.0,176.0,0,1522,2141,590,176,1720,0
28553,28735,200000.0,2,3,1,29,-1,-1,-2,-2,-2,-1,161.0,0.0,0.0,0.0,0.0,1063.0,0,0,0,0,1063,1089,0
28555,28737,140000.0,2,2,3,28,0,0,0,0,0,0,138901.0,140732.0,140661.0,100656.0,49783.0,49310.0,5600,5500,2650,36000,1000,620,1
28556,28738,210000.0,2,2,1,29,0,0,0,0,0,0,42140.0,31938.0,45502.0,41704.0,40509.0,41305.0,2000,20020,1672,1600,1600,2000,0
28557,28739,240000.0,2,2,1,31,-1,-1,-1,-1,-1,-1,184.0,0.0,2500.0,12500.0,749.0,2829.0,0,2500,12500,749,2829,2900,0
28558,28740,240000.0,2,1,2,30,-2,-2,-2,-2,-2,-2,0.0,0.0,2999.0,0.0,0.0,0.0,0,2999,0,0,0,0,0
28559,28741,160000.0,2,1,2,28,-2,2,0,0,0,0,4145.0,3930.0,5859.0,10299.0,11825.0,13121.0,0,2000,5008,3007,2000,2000,0
28560,28742,50000.0,2,1,2,29,0,0,0,0,0,0,28889.0,21803.0,20990.0,16236.0,9759.0,8789.0,1368,1330,1160,330,314,364,0
28561,28743,400000.0,2,1,2,29,-1,-1,0,0,0,0,16666.0,62545.0,98214.0,84142.0,70732.0,68674.0,62545,53704,4142,5010,66676,66660,0
28563,28745,150000.0,2,1,1,30,0,0,0,0,0,2,114797.0,117393.0,120002.0,122013.0,131426.0,134676.0,4500,4500,4000,11000,5000,3500,0
28564,28746,100000.0,2,2,1,27,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,0.0,4747.0,0,0,0,0,4747,1198,1
28565,28747,120000.0,2,1,1,32,-1,-1,-1,-1,-1,0,497.0,0.0,1085.0,193.0,1549.0,1549.0,0,1085,193,1549,0,787,0
28566,28748,50000.0,2,2,1,28,3,2,2,7,7,7,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0,0,0,0,0,0,0
28567,28749,150000.0,2,1,2,32,2,2,2,2,0,0,118348.0,120800.0,123379.0,122881.0,123954.0,131543.0,5900,6000,3000,4600,9800,5100,1
28568,28750,360000.0,2,1,2,30,-2,-2,-2,-2,-2,-2,2500.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
28569,28751,260000.0,2,2,1,29,0,0,0,0,0,0,246509.0,251197.0,243167.0,231463.0,105518.0,93193.0,7012,6310,5871,3130,2966,3230,0
28570,28752,240000.0,2,2,1,43,0,0,0,0,0,0,244103.0,240733.0,236553.0,241215.0,230480.0,234610.0,9102,8602,9013,8195,8202,7902,1
28571,28753,180000.0,2,2,3,41,0,0,0,0,0,0,141137.0,130282.0,109327.0,77752.0,66202.0,58557.0,5481,4399,3008,2150,2147,2120,0
28572,28754,210000.0,2,2,1,42,-1,-1,-1,-1,-1,-1,2201.0,3571.0,987.0,2467.0,3319.0,5387.0,3571,987,2469,3319,5387,1607,0
28573,28755,70000.0,2,2,2,34,-1,-1,-1,-1,0,0,2226.0,1245.0,-1000.0,11019.0,11632.0,7864.0,1245,0,12019,1000,157,7851,0
28576,28758,180000.0,2,1,2,28,0,0,0,0,0,0,51085.0,48531.0,55352.0,63055.0,75046.0,65184.0,5014,10000,10000,15057,10010,10036,0
28577,28759,120000.0,2,2,1,31,0,0,0,0,0,0,45716.0,44610.0,45428.0,34401.0,34360.0,35523.0,2000,1732,2041,1000,1500,1000,0
28578,28760,200000.0,2,2,1,33,0,0,0,0,0,0,15126.0,14633.0,14918.0,16992.0,8967.0,8494.0,3000,2000,5000,2000,1000,2000,0
28579,28761,140000.0,2,2,1,33,0,0,0,-2,-1,0,89226.0,90212.0,-1037.0,-1037.0,66441.0,68365.0,3133,0,0,68383,3000,3096,0
28581,28763,220000.0,2,1,1,39,-1,-1,-1,-1,-1,-1,419.0,419.0,419.0,419.0,419.0,419.0,419,419,419,419,419,419,0
28582,28764,290000.0,2,1,1,32,-2,-2,-2,-2,-2,-2,4340.0,3686.0,3094.0,8164.0,1509.0,8262.0,3686,3112,8164,1509,8262,2032,1
28583,28765,260000.0,2,2,2,37,-1,-1,-1,-1,-1,-1,188.0,188.0,189.0,192.0,188.0,0.0,188,189,192,188,0,526,0
28584,28766,220000.0,2,1,2,34,0,0,0,0,0,0,135132.0,136108.0,133534.0,27484.0,23728.0,21039.0,7245,6121,1551,875,1800,300,0
28585,28767,80000.0,2,3,0,40,2,2,3,2,-1,-1,1140.0,5395.0,4415.0,1375.0,779.0,5889.0,5000,0,0,885,5889,4239,0
28586,28768,160000.0,2,2,1,41,0,0,0,0,0,0,13512.0,13453.0,13420.0,13873.0,13833.0,13818.0,1206,1329,1098,374,400,364,0
28588,28770,230000.0,2,2,1,42,-2,-2,-1,-1,-1,0,-138.0,-69.0,231.0,4749.0,33389.0,34928.0,0,300,4749,38000,5000,3000,0
28589,28771,120000.0,2,3,1,39,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
28590,28772,360000.0,2,1,1,38,-2,-2,-2,-2,-2,-2,2410.0,7830.0,4024.0,6643.0,1947.0,2066.0,7954,4044,6715,1956,2076,2003,0
28591,28773,220000.0,2,1,2,39,-1,-1,-2,-1,-1,-1,300.0,-200.0,-200.0,4040.0,4040.0,-1269.0,0,0,4240,0,0,0,0
28592,28774,120000.0,2,1,2,32,-1,2,0,-1,-1,-1,1192.0,696.0,1210.0,1799.0,1594.0,1255.0,0,1179,1799,1594,1255,1133,0
28593,28775,360000.0,2,2,2,33,-1,-1,0,0,0,0,3231.0,9523.0,11357.0,12123.0,9743.0,9567.0,9666,2000,1000,0,0,536,0
28594,28776,120000.0,2,1,1,42,-1,-1,-1,-1,-1,-1,344.0,881.0,1778.0,1885.0,607.0,687.0,881,1781,1885,607,687,1203,1
28595,28777,50000.0,2,1,1,32,0,0,0,0,0,2,27447.0,28187.0,29220.0,30547.0,32329.0,31677.0,1500,1491,1818,2600,0,1400,0
28596,28778,290000.0,2,2,1,35,0,0,0,0,0,0,285679.0,277275.0,199437.0,154369.0,110016.0,27774.0,10050,8007,4005,2500,13000,2060,0
28597,28779,230000.0,2,2,1,38,-1,0,0,0,0,0,1129.0,2117.0,2283.0,3227.0,4227.0,4616.0,1029,1056,1000,1000,389,215,0
